232	Subcategoria	A418	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Outra sepse especificada
233	Subcategoria	A419	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Sepse não especificada
234	Categoria	A42	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Actinomicose
235	Subcategoria	A420	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Actinomicose pulmonar
236	Subcategoria	A421	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Actinomicose abdominal
237	Subcategoria	A422	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Actinomicose cervicofacial
238	Subcategoria	A427	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Sepse actinomicótica
239	Subcategoria	A428	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Outras formas de actinomicose
240	Subcategoria	A429	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Actinomicose não especificada
241	Categoria	A43	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Nocardiose
242	Subcategoria	A430	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Nocardiose pulmonar
243	Subcategoria	A431	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Nocardiose cutânea
244	Subcategoria	A438	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Outras formas de nocardiose
245	Subcategoria	A439	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Nocardiose, não especificada
246	Categoria	A44	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Bartonelose
247	Subcategoria	A440	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Bartonelose sistêmica
248	Subcategoria	A441	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Bartonelose cutânea e mucocutânea
249	Subcategoria	A448	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Outras formas de bartonelose
250	Subcategoria	A449	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Bartonelose não especificada
251	Categoria	A46	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Erisipela
252	Categoria	A48	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Outras doenças bacterianas, não classificadas em outra parte
253	Subcategoria	A480	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Gangrena gasosa
254	Subcategoria	A481	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Doença dos legionários
255	Subcategoria	A482	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Doença dos Legionários não pneumônicos [febre de Pontiac]
256	Subcategoria	A483	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Síndrome do choque tóxico
257	Subcategoria	A484	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Febre purpúrica brasileira
258	Subcategoria	A488	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Outras doenças bacterianas especificadas
259	Categoria	A49	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Infecção bacteriana de local não especificado
260	Subcategoria	A490	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Infecção estafilocócica, local não especificado
261	Subcategoria	A491	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Infecção por estreptococos e enterococos, local não especificado
262	Subcategoria	A492	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Infecção por Haemophilus influenzae, local não especificado
263	Subcategoria	A493	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Infecção por Mycoplasma, local não especificado
264	Subcategoria	A498	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Outras infecções bacterianas de localização não especificada
265	Subcategoria	A499	I	Certas doenças infecciosas e parasitárias	Outras doenças bacterianas	Infecção bacteriana, não especificada
266	Grupo	A50-A64	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecções com um modo predominantemente sexual de transmissão
267	Categoria	A50	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis congênita
268	Subcategoria	A500	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis congênita precoce, sintomática
269	Subcategoria	A501	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis congênita precoce, latente
270	Subcategoria	A502	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis congênita precoce, não especificada
271	Subcategoria	A503	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Oculopatia sifilítica congênita tardia
272	Subcategoria	A504	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Neurossífilis congênita tardia [neurossífilis juvenil]
273	Subcategoria	A505	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Outras sífilis congênita tardia, sintomática
274	Subcategoria	A506	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis congênita tardia latente
275	Subcategoria	A507	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis congênita tardia, não especificada
276	Subcategoria	A509	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis congênita, não especificada
277	Categoria	A51	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis precoce
278	Subcategoria	A510	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis genital primária
279	Subcategoria	A511	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis anal primária
280	Subcategoria	A512	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis primária de outros sites
281	Subcategoria	A513	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis secundária de pele e membranas mucosas
282	Subcategoria	A514	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Outra sífilis secundária
283	Subcategoria	A515	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis precoce, latente
284	Subcategoria	A519	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis precoce, não especificada
285	Categoria	A52	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis tardia
286	Subcategoria	A520	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis Cardiovascular
287	Subcategoria	A521	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Neurossífilis sintomática
288	Subcategoria	A522	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Neurossífilis assintomática
289	Subcategoria	A523	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Neurossífilis, não especificado
290	Subcategoria	A527	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Outra sífilis tardia sintomática
291	Subcategoria	A528	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis tardia, latente
292	Subcategoria	A529	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis tardia, não especificada
293	Categoria	A53	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis outra e não especificada
294	Subcategoria	A530	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis latente, não especificada como precoce ou tardia
295	Subcategoria	A539	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Sífilis não especificada
296	Categoria	A54	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção gonocócica
297	Subcategoria	A540	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção gonocócica do trato geniturinário inferior sem abscesso da glândula acessória ou periuretral
298	Subcategoria	A541	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção gonocócica do trato geniturinário inferior com abscesso periuretral e acessório da glândula
299	Subcategoria	A542	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas
300	Subcategoria	A543	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção gonocócica do olho
301	Subcategoria	A544	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção gonocócica do sistema musculoesquelético
302	Subcategoria	A545	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Faringite gonocócica
303	Subcategoria	A546	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção gonocócica do ânus e reto
304	Subcategoria	A548	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Outras infecções gonocócicas
305	Subcategoria	A549	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção gonocócica, não especificada
306	Categoria	A55	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Linfogranuloma de clamídia (venéreo)
307	Categoria	A56	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Outras doenças de clamídia sexualmente transmissíveis
308	Subcategoria	A560	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por clamídia do trato geniturinário inferior
309	Subcategoria	A561	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por clamídia de pelviperitoneal e outros órgãos geniturinários
310	SubCategoria	A562	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por clamídia do trato geniturinário, não especificada
311	SubCategoria	A563	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por clamídia do ânus e do reto
312	SubCategoria	A564	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por clamídia da faringe
313	SubCategoria	A568	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por clamídia sexualmente transmissível de outros sites
314	Categoria	A57	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Cancróide
315	Categoria	A58	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Granuloma inguinal
316	Categoria	A59	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Tricomoníase
317	SubCategoria	A590	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Tricomoníase urogenital
318	SubCategoria	A598	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Tricomoníase de outros sites
319	SubCategoria	A599	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Tricomoníase não especificada
320	Categoria	A60	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por herpesvírus anogenital [herpes simplex]
321	SubCategoria	A600	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por herpesvírus da genitália e trato urogenital
322	SubCategoria	A601	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por herpesvírus da pele perianal e do reto
323	SubCategoria	A609	I	Certas doenças infecciosas e parasitárias	Infecções com um modo predominantemente sexual de transmissão	Infecção por herpesvírus anogenital, não especificada
